,Comentario
839,"Siempre será de mis museos favoritos, con gran historia en cada una de sus salas... a demas de que en la sala maya decidimos el nombre de nuestra hija 😁"
840,"En este museo puedes aprender sobre las culturas más importantes del país y encontrar piezas importantes de la Historia en exhibición. Es un museo para visitar con toda la familia, los domingos la entrada es gratuita para nacionales."
841,Se necesita más de una visita para recorrerlo.
842,"Excelente lugar en donde puedes apreciar un poco de la historia y evolución de la humanidad, así como  de las diferentes culturas del país, desde tiempos prehispánicos hasta la actualidad en sus diferentes salas temáticas. Vayan con tiempo para que puedan apreciar bien todas las exposiciones. Mínimo de 2-3 horas si no es que más."
843,"Es un museo magnífico, si te gusta mucho la historia lo vas a disfrutar, ahora bien ni le pongo 5 estrellas por que se menciona que es gratuito, y si bien no fue mucho, se me cobró aproximadamente 4 usd para la entrada por persona."
844,"Excelente lugar para visitar, es enorme, con un buen de cosas por ver, les recomiendo que busquen un guía para las explicaciones o lean sobre lo que están viendo así la experiencia será mejor, en domingo hay mucha gente y es una bronca estacionar, si van inviten 🦁👍🏻"
845,"Bastante completo muy entretenido, recuerden ir temprano si quieren apreciar con calma las exposiciones"
846,"Extraordinario. Aunque creo que hay cosas que ya deben modernizarse, como las placas y los audiovisuales."
847,"El mejor museo de nuestro país, es un recorrido maravilloso por las culturas prehispánicas desde la Olmeca hasta la Azteca."
848,En esta fecha puedes visitar la exposición temporal “Belleza y Virtud. Coleccionismo inglés del arte clásico. Siglo XVIII” en el museo más importante de América latina.
849,"Museo con lo más representativo de la cultura mexicana con réplicas de múltiples esculturas y objetos originales de todo tipo, el museo como edificio es impresionante y para recorrerlo se requieren 3-4 horas. Se recomienda visita guiada."
850,"Breath taking, sencillamente es un espectáculo. Si vas a ciudad de México y no vas al museo a ver el calendario Maya. Es como si no fueras."
851,"El mejor museo de México, con la colección  de piezas prehispánicas más hrs de del país, de verdad que es un museo con un co tenido histórico invaluable!"
852,Las Huellas de Buda
853,Impresionante la cultura prehispánica. Me hace sentir orgulloso del cacho te tierra qué me vio nacer.
854,Solicitar este abierto domingo los que trabajamos el único día libre es domingo y el museo esta Cerrado Es triste no poder admirar sus exposiciones
855,"Demasiadas cosas por conocer. Para disfrutarlo hay que ir con tiempo, mínimo 4 horas. Hermoso"
856,"México, la segunda ciudad con más museos en el mundo y este museo es tan impresionante que muestra gran historia y cultura de nuestro país. El costo publico general es económico y para estudiantes y maestros mexicanos la entrada es gratuita presentando su credencial vigente"
857,Agradable y algo viejito pero muy a gusto. Falta mucho tiempo para recorrer todo el lugar. Fantástico.
858,"Excelente museo. Ordenado, limpio  y muy interesante"
859,"Uno de los mejores museos de todo el país, es un espacio sin igual, muy amplio y con muchas cosas por ver, hace falta promocionar más las salas que se encuentran en la planta alta ya que siempre lucen un tanto vacías. Si vas es importante que te mentalices a hacer mucha fila para entrar, pero una vez que pasas los filtros y la taquilla, el recorrido es muy agradable."
860,Es un museo muy completo y explícito.
861,"Exelente!!! Todo increíble para quien gusta de la historia, necesitas tiempo para recorrer todas las salas. Domingos no cover, los demás días 70"
862,"Esté es un museo muy grande y te recomiendo que si quieres apreciar todo y aprender le dediques un par de días. Es agradable de visitar, ya sea que lo recorras todo o solo algunas salas específicas, tiene un área de alimentos, un pequeño estanque, y algo que destaca mucho es la cubierta sotenida por tensores, que tambien cumple como fuente."
863,"Lo vale cada minuto del recorrido, vayan con tiempo este museo tiene muchas piezas que ver y a su ves mucho detalle, por lo cual el tiempo es importante para poder apreciar todo su contenido"
864,Espectacular
865,"Muy a gusto, todo muy tranquilo, pero hay que ir con tiempo para recorrerlo y ya saben la clásica ""si no le tomas foto a la fuente, no fuiste al Museo Nacional de Antropología"" 😁"
866,"En buen estado, no me lo tomes a mal, pero acceder a la cultura no debería cobrarse y más si no tienen papel en los baños o jabón para lavarte las manos 🤣"
867,"No manchen venimos desde el centro dos veces y las dos veces estaba cerrado siendo que aparecía como abierto,solo nos hacen perder el tiempo"
868,"Espectacular museo con múltiples salas que visitar y conocer, exhibe el legado arqueológico de los pueblos de mesoamerica. Una de las piezas más emblemáticas que se pueden apreciar es la Piedra del Sol, popularmente conocido como el Calendario Azteca, es el corazón del museo, también se encuentran las cabezas colosales de la cultura olmeca, las esculturas teotuhuacanas de los dioses del agua. En la entrada cuenta con una fuente llamada El Paraguas."
869,"Excelente para caminar en familia mientras adquieres cultura, es bastante accesible para personas con discapacidad y los temas que trata son sencillos de explicar a los niños."
870,"Un lugar imperdible si visitas la CDMX, se encuentra sobre avenida reforma en la sección del bosque de Chapultepec. Aquí se encuentra el famoso calendario Azteca entre otras grandes piezas precolombinas. Puedes llegar en metrobús línea 7, o caminando desde la estación Chapultepec del al línea 1 del metro o en auto particular, aunque hay estacionamiento debes ser paciente si llegas después de las 10 porque hay mucha demanda, aunque a un costado está un estacionamiento público sobre calzada Mariano Escobedo."
871,"Después de varios meses sin visitar, siempre te encuentras algo maravilloso."
872,"Me gustá la fuente, me gusta el espacio central ambientado, me gusta que sea gratis para estudiantes, me gusta la biblioteca en la parte superior del museo, me gustan los recuerditos, me gusta las divisiones del museo segun época y lugar."
873,"De los mejores museos de México, me encanta es un lugar que si eres mexicano o extranjero no debes pasar de largo. Vale muchísimo la pena"
874,"El museo es muy grande y muy interesante, hay que considerar un día o más para recorrerlo con calma, recomiendo muchos los recorridos guiados."
875,"Gran aforo de gente no muy recomendable en pandemia, las exposiciones siempre de gran interés y de muy buena curaduría"
876,Regálale un poco de tiempo en compañía de tus seres queridos llevándolos a este hermoso lugar donde puedes disfrutar de nuestra historia
877,"Esta muy bien el museo, me gusta las medidas que toman para el covid y lo estrictos que son al respecto."
878,"Uno de los más completos y bellos Museos de la CDMX localizado en pleno corazón de Paseo de la Reforma... te aparta del ruido intenso de la Ciudad y te transporta en una máquina del tiempo hacia nuestra interesante Historia. Te recomiendo vayas en domingo, pues es un día relajado y puedes caminar a gusto recorriendo las diversas salas."
879,Hermoso lugar lleno de cultura y espléndido legado histórico me hace sentir orgulloso de nuestras raíces mexicanas
880,"Muuuuuuuy interesante, lo había visto en libros pero en vivo muy bien."
881,"Me fascino el lugar, muy entretenido, educativo, y elegante; volveré en otra ocasión para apreciar nuevamente todo."
882,"Gran museo con una gran cantidad de piezas que cuenta el pasado de todas las regiones de mexico. El precio de entrada es de $70 pesos.  Gratis para estudiantes y maestros con credencial y es gratis los domingos para todo el Público. El museo cuanta con diferentes salas, que cuenta la historia de tribus de todas las regiones de México (esta dividido por región). Ademas de un otras salas con las culturas prehispánicas. El museo cuenta con una tienda que venden algunas artesanias mexicanas y réplicas de esculturas espectaculares. Se cuentan con guías en español o en inglés. Los guías son muy amables."
883,De los mejores museos aunque hay algunas zonas en remodelación pero seguro quedará increible!!!
884,Uno de los mejores museos que hay en nuestro país si no que el mejor 👏
885,"Maravilloso lugar, todo visitante peda impactado con el colorido , ambiente y salubridad."
886,"Excelente lugar para conocer sobe nuestro país incluyendo el como nos fuimos formando y crecido nuestros pasados, excelente lugar turistico"
887,"Un lugar increíble, tanto la arquitectura del museo como sus muestras son unicas, si estás en DF no dejes de ir. No te vas a arrepentir!!!"
888,El gobierno de la ciudad debería de exponer a las personas que se encuentran antes del estacionamiento para no caer el truco  de personas ajenas  (franeleros)  cobrando una fortuna tengan mucho cuidado 3l estacionamiento sale más barato
889,"Muy bonito, pero falta señalamientos dentro de la sala, para que tú mismo vallas entendiendo la historia"
890,"Este lugar es sin duda el museo más visitado de México. Definitivamente no se termina em un día y hay que llegar temprano para aprovechar el museo. El precio es caro comparado con otros museos, de 70 pesos, pero bien vale la pena. La museografía es espectacular. Un referente de nuestro país."
891,Muy divertido además de interesante los oficiales y personas que trabajan en ese lugar son muy amables no es muy caro entre semana pero el domingo es gratis la entrada lo mejor de todo es que no hay mucha gente y puedes visitar todas las salas sin problemas...
