,Comentario
160,"El Museo de la Alhóndiga de Granadinas es un must en Guanajuato, el lugar es bellísimo y las exposiciones increíbles. Los murales son maravillosos. Tuvimos el placer de escuchar la historia de nuestro país de uno de los narradores del lugar, lo cual hizo que valiera mucho más la pena. Es un lugar maravilloso
Tienen descuentos de estudiantes y maestros, inapam y niños.
Nos encanto ☺️"
161,"Esta bonito pero actualmente no cuentan con guía, además de que no se permite tomar fotos a menos que pagues 31 pesos extras a tu entrada"
162,Visitar y conocer parte de nuestra historia 😃
163,"Excelente lugar para visitar y conocer la historia del edificio.preferible pedir un guía para una explicación más a fondo y conocer más sobre el edificio y sus distintos usos,en algunas partes del edificio hay mensajes una calavera tambien, tallados en la piedra del edificio por los reos que estuvieron ahí cuándo fue una prisión."
164,"Lo más hermoso en detallar parte de nuestra historia
Lo único que hace falta es que el personal que está en cada sala
De una breve explicación de cada objeto ,escrito ,fotografía o pintura"
165,"Para llegar en auto se puede utilizar el estacionamiento del patrocinio y continuar el recorrido caminando.
Es un edificio histórico de arquitectura regionalista que responde a la guerra de la Independencia de México.
En su explanada comúnmente se realizan actividades culturales al aire libre y su interior se puede recorrer en una visita guiada."
166,"Un lugar lleno de historia, con murales enormes y hermosos. Vale la pena."
167,Muy interesante la historia de la revolución e independencia
168,Entender la historia de un país se entiende por pequeños sitios importantes como esté. El museo está muy bien conservado aunque podría digitalizar su contenido.
169,"Increíble museo el costo super accesible hay descuento para menores, estudiantes, tercera edad presentando sus credenciales, tienes que acudir y conocer este edificio con una gran historia de nuestro México, dentro se exhiben piezas prehispánicas armas antiguas, historia de la independencia"
170,"Hermoso lugar, lleno de historia muy bien cuidado, acceso a personas con discapacidad, fácil acceso"
171,"Un monumento histórico el cual se encuentra muy bien conservado, tanto en su exterior como en su interior, las exposiciones que hay en cada uno de los salones nos llevan a recorrer la historia de México, pero sobre todo la época de independencia, un extra es la explicación que proporcionan los guías en su interior, ya que la historia de por sí es interesante y alimenta el conocimiento, la forma en como cuentan el suceso que ocurrió en la Alhóndiga hace que te te emociones al tiempo que aprendes más, muy pero muy recomendable su visita. No hay que dejar de decir que en su explanada se instala el escenario principal del famoso festival cervantino."
172,"Belleza de lugar, un sitio histórico inigualable, los historiadores relatan la historia de la Independencia de México de manera extraordinaria, los salones están bien distribuidos en donde puedes apreciar la exposición que se presenta"
173,"Un sitio interesante para conocer acerca de Diego Rivera y sus contextos.
Precio de entrada muy accesible $30 adulto."
174,"Es un buen lugar para aquellos que aprecian la historia. Cada uno de los salones de exhibición se encuentran organizados por orden cronológico desde las culturas antiguas en las cuales se aprecian vasijas, sellos de piedra y otras artesanías, hay exposición de armaduras de la época de la conquista, documentos oficiales históricos y murales al óleo pintados a mano. Lugar muy valioso y lleno de cultura."
175,Visitar nuestros lugares históricos siempre es un deleite.
176,"El lugar es muy agradable en sus eventos y exposiciones.
Solamente es un poco caro para disfrutar en grupo o familia.
Por trayecto, pago de estacionamiento y entrada al lugar."
177,"El segundo museo más importante de todo México, es un lugar lleno de historia, y una construcción muy imponente, cuenta con grandes exposiciones tanto permanentes como temporales, y vale la pena hacer la visita con alguno de los guías certificados para entender mejor la historia de Guanajuato y de la propia Alhóndiga."
178,"Lugar renovado lleno de historia y múltiples salas arreglado y con muy buenas exposición es un lugar que no puedes dejar de visitar si vas a Guanajuato

Guanajuato se vive de pie caminando por sus múltiples calles y callejones que te transportan no solo al interior de la ciudad si no a recorrer historia y grandes aventuras

Así es Guanajuato patrimonio cultural

El acceso es de 52 pesos entre semana maestros con credencial no pagan"
179,Mi guia fue em Sr.Villafaña n excelente lugar y con un guia coml el es un gran gusto seguir visitando estos lugares hostoricos que imponen a México como un destino perfecto para conocer.
180,"Wonderful, great paintings, sculpture, folk art, religious art and history. A must. Maravilloso, grandes pinturas, esculturas, arte popular, arte religioso e historia.  Una visita obligada."
181,Lugar excelente para disfrutar conciertos en el cervantino
182,"Museo histórico  , interesantes piezas, e historia de México.."
183,"Nos quedamos con las ganas de entrar, por pandemia no dejan entrar a niños menores de 13.😞
Aún así wooow cuanta historia ahí guardada."
184,"Un museo muy agradable, aprendes mucho, vale la inversión de el tiempo que tardas en recorrerlo"
185,"Simplemente fabuloso y obligatorio entrar si visitas la ciudad de Guanajuato.
.
Hay una visita guiada que recomiendo mucho, pregunten en la entrada."
186,"Excelente museo cuenta con diferentes secciones en las que  puedes conocer diferentes temas  en cada una de ellas, brinda conocimiento sobre  la historia de Guanajuato y sobre las culturas."
187,Excelente sitio de gran relevancia para la historia del México independiente y cede de grandes acontecimientos
188,Excelente museo. Todos los niños deberían visitarlo para conocer la historia de la Independencia de México
189,Increíble nuestra historia e ido varias veces y no me canso de encontrar cosas nuevas que después e investigado investiguen desde la independencia que era un granero después fue cárcel museo en verdad infinitas historias
190,"Un lugar lleno de historia, muy agradable y con dinamicas muy entretenidas."
191,Buen lugar histórico para pasarla con la familia
192,"Muy bonito, aunque hay elementos que no son de la independencia y quizá pudieran reemplazarse, ya que existen documentos y hechos importantes no expuestos."
193,"Guanajuato siempre es garantía de entretenimiento y diversión. Desafortunadamente por cuestiones de pandemia el gobierno adelanto las medidas de restricción de acceso al museo, afortunadamente el museo de las momias así como las minas aún están abiertas. Esperemos no las cierren."
194,Sin duda un excelente lugar para visitar y poder disfrutar de todo comida y bebida
195,"La verdad no ingresé pero es impresionante el lugar, de ahí tomé el turibus me costó 90$ el recorrido y duro 2 horas conocí gran parte de Guanajuato y su historia."
196,Una fuente muy completa sobre la historia natural de la región y del movimiento de independencia. Todo metido en un edificio también cargado de historia. Digno de visitar y apreciar.
197,Un lugar de historia de hermosa arquitectura
198,"Aunque un señor muy amablemente me explicó, faltan guías, sin lugar a dudas un lugar para visitar con tiempo"
199,"Me encanto, te reciben muy bien, te sugieren guías, y si quieres entrar por tu cuenta y a tu ritmo, viendo con calma cada cosa que te interese.
Está muy limpio y organizado.
Los baños exelente.
Lo recomiendo"
200,"Hermoso edificio, muy bien conservado. Me gustaría encontrar mas salas dedicadas a la Independencia."
201,"Excelente museo para conocer sobre historia, muy amplio y con mucho valor histórico."
202,Muy bonito lugar 🤩
203,"Es un museo hermoso! El significado histórico del lugar es incalculable. Lo único que puedo decir que le falta, es en diseñar un mecanismo para que la gente en silla de ruedas pueda visitar la planta alta del lugar."
204,Exclente lugar para explorar la historia de nuestro México. La narrativa de los guias que estan ahi es muy buena y te ayuda a comprender mejor los hechos historicos que sucedieron en la región.
205,"Nos tocó en domingo y aunque es gratuita la entrada no tienen abiertas las salas, osea, cuál es el chiste?, sólo puedes ver el edificio y los murales que hay en él, es un lugar iconico de la ciudad pero pues en realidad así cerradas las salas no hay mucho que ver"
206,"Excelente lugar para conocer más sobre la historia de México, excelentes piezas y el guía muy claro al dar sus pláticas , el costo considero es justo"
207,"El lugar está super limpio, impactante por su forma de construcción, desafortunadamente no pude entrar al museo o más bien no sabía que había acceso a el, pero he visto muy buenas fotos y quizá valga la pena visitarlo muy a fondo."
208,Lugar mágico y maravillo cuando vas acompañado por un ser querido es tan grande el amor que sientes que llega al infinito y más allá
